,OPERADORA,ESTADO,MES,ANO_BASE,AREA_TRABALHO,RESPONSAVEL,IDADE,SEXO,SATISFACAO_GERAL,USOU_SEIS_MESES_ANTES,USOU_ATEND_TELEFONICO,USOU_ATEND_INTERNET,USOU_ATEND_LOJA,USOU_ATEND_CANAIS,PROBLEMAS_CREDITO,PROBLEMAS_LIGACOES,PROBLEMAS_3G4G,OUTRA_OPERADORA,CIDADE_x,COD_IBGE,QTD_RESIDENTES,RENDA_MENSAL,PESO,SATISFACAO,REGIAO,CIDADE_y,POPULACAO,RENDA_PERCAPITA,PER_CLASSE_A,PER_CLASSE_B,PER_CLASSE_C,PER_CLASSE_D,PER_CLASSE_E
3691,OI,SC,out,2018,2,1,34,2,0,1,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,2,3000,0.39370774799999997,7,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3692,OI,SC,out,2018,2,1,36,1,1,1,1,1,1,1,0,0,1,1,SAO JOSE,4216602.0,1,1200,0.39370774799999997,8,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3693,TIM,SC,out,2018,2,1,28,1,0,0,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,3,5000,2.230664413,6,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3694,TIM,SC,out,2018,2,1,40,2,0,0,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,2,3000,2.230664413,7,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3695,OI,SC,out,2018,2,1,53,2,1,0,1,1,1,1,0,0,1,1,SAO JOSE,4216602.0,1,2200,0.39370774799999997,10,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3696,OI,SC,out,2018,2,1,31,2,1,0,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,2,1500,0.39370774799999997,8,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3697,OI,SC,jan,2018,2,1,54,1,1,0,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,2,954,0.39370774799999997,9,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3698,OI,SC,jan,2018,2,1,54,2,1,0,0,0,0,0,0,0,0,0,SAO JOSE,4216602.0,1,3000,0.39370774799999997,10,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3699,OI,SC,jan,2018,2,1,67,2,0,0,1,1,1,1,0,0,1,1,SAO JOSE,4216602.0,1,1700,0.39370774799999997,5,SUL,SAO JOSE,244269,1477.1858826602843,3.83,12.89,56.19,21.88,12.84
3700,TIM,RS,ago,2019,2,1,46,2,1,1,1,1,1,1,0,0,1,1,SAPIRANGA,4319901.0,2,1500,0.6306030579999999,10,SUL,SAPIRANGA,81857,1117.1518130999161,1.12,4.23,47.04,39.82,22.73
3701,VIVO,RS,out,2018,2,1,22,1,1,1,0,0,0,0,0,0,0,0,SAPIRANGA,4319901.0,3,1500,2.185789696,8,SUL,SAPIRANGA,81857,1117.1518130999161,1.12,4.23,47.04,39.82,22.73
3702,VIVO,RS,dez,2018,2,0,36,1,0,1,0,0,0,0,0,0,0,0,SAPIRANGA,4319901.0,2,1300,2.185789696,7,SUL,SAPIRANGA,81857,1117.1518130999161,1.12,4.23,47.04,39.82,22.73
3703,VIVO,RJ,ago,2019,2,1,43,1,0,0,1,1,1,1,0,0,1,1,ARMACAO DOS BUZIOS,3300233.0,3,1500,1.230521659,7,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3704,VIVO,RJ,jul,2019,2,1,20,1,0,1,1,1,1,1,0,0,1,1,ARMACAO DOS BUZIOS,3300233.0,2,1200,1.230521659,5,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3705,VIVO,RJ,ago,2019,2,1,40,1,1,1,0,0,0,0,0,0,0,0,ARMACAO DOS BUZIOS,3300233.0,6,980,1.230521659,10,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3706,VIVO,RJ,set,2019,2,1,44,1,1,1,1,1,1,1,0,0,1,1,ARMACAO DOS BUZIOS,3300233.0,2,1500,1.230521659,8,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3707,CLARO,RJ,set,2018,2,1,40,2,0,1,1,1,1,1,0,0,1,1,ARMACAO DOS BUZIOS,3300233.0,2,1400,3.76899936,6,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3708,VIVO,RJ,mar,2018,2,1,42,2,0,1,1,1,1,1,1,0,1,1,ARMACAO DOS BUZIOS,3300233.0,2,5000,1.3835653819999998,1,SUDESTE,ARMACAO DOS BUZIOS,33860,1068.9911768968718,2.75,6.88,39.25,38.66,39.25
3709,TIM,AL,ago,2019,2,1,29,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,1200,0.8329238870000001,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3710,TIM,AL,ago,2019,2,1,19,2,0,1,0,0,0,0,0,1,0,0,ARAPIRACA,2700300.0,2,1700,0.8329238870000001,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3711,TIM,AL,jul,2019,2,1,25,2,0,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1500,0.8329238870000001,0,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3712,VIVO,AL,jul,2019,2,1,50,2,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,800,0.22344189899999997,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3713,VIVO,AL,jul,2019,2,1,38,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1500,0.22344189899999997,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3714,TIM,AL,jul,2019,2,1,42,1,0,1,0,0,0,0,1,0,0,0,ARAPIRACA,2700300.0,2,920,0.8329238870000001,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3715,VIVO,AL,jul,2019,2,1,20,2,1,1,1,1,1,1,0,1,1,1,ARAPIRACA,2700300.0,2,1500,0.22344189899999997,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3716,TIM,AL,jul,2019,2,1,31,2,0,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,3,3000,0.8329238870000001,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3717,VIVO,AL,jul,2019,2,1,30,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,1908,0.22344189899999997,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3718,TIM,AL,jul,2019,2,1,29,2,0,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,5,1700,0.8329238870000001,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3719,TIM,AL,jul,2019,2,1,45,2,0,0,1,1,1,1,1,1,1,1,ARAPIRACA,2700300.0,1,2500,0.8329238870000001,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3720,VIVO,AL,jul,2019,2,1,36,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1500,0.22344189899999997,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3721,TIM,AL,fev,2019,2,1,33,1,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,450,0.8329238870000001,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3722,TIM,AL,ago,2019,2,0,32,1,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,800,0.8329238870000001,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3723,TIM,AL,set,2019,2,1,38,1,1,0,1,1,1,1,1,1,1,1,ARAPIRACA,2700300.0,1,400,0.8329238870000001,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3724,CLARO,AL,dez,2019,2,1,35,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,4,930,0.616575011,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3725,TIM,AL,ago,2019,2,1,39,2,0,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,998,0.8329238870000001,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3726,CLARO,AL,ago,2019,2,1,29,1,0,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,2000,0.616575011,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3727,TIM,AL,ago,2019,2,1,42,1,0,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,998,0.8329238870000001,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3728,VIVO,AL,ago,2019,2,1,75,1,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,900,0.22344189899999997,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3729,TIM,AL,fev,2019,2,1,27,1,1,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,1400,0.8329238870000001,9,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3730,TIM,AL,mar,2019,2,1,27,1,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,998,0.8329238870000001,9,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3731,VIVO,AL,abr,2019,2,1,53,1,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,300,0.22344189899999997,0,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3732,VIVO,AL,set,2019,2,1,20,2,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,998,0.22344189899999997,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3733,VIVO,AL,dez,2019,2,1,19,1,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,6,300,0.22344189899999997,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3734,VIVO,AL,dez,2019,2,1,53,2,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,2800,0.22344189899999997,9,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3735,TIM,AL,dez,2019,2,1,42,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,2000,0.8329238870000001,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3736,OI,AL,set,2019,2,1,62,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,3,1500,0.34156297700000005,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3737,VIVO,AL,set,2019,2,1,33,2,0,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,20000,0.22344189899999997,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3738,TIM,AL,set,2019,2,1,21,2,0,0,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,900,0.8329238870000001,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3739,TIM,AL,set,2019,2,1,33,1,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,1000,0.8329238870000001,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3740,TIM,AL,set,2019,2,1,44,1,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,4100,0.8329238870000001,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3741,TIM,AL,set,2019,2,1,26,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,998,0.8329238870000001,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3742,VIVO,AL,set,2019,2,1,19,2,1,0,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,300,0.22344189899999997,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3743,VIVO,AL,set,2019,2,1,29,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1000,0.22344189899999997,9,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3744,VIVO,AL,out,2019,2,1,31,2,0,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1000,0.22344189899999997,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3745,VIVO,AL,out,2019,2,1,23,2,1,0,1,1,1,1,0,1,1,1,ARAPIRACA,2700300.0,3,1000,0.22344189899999997,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3746,VIVO,AL,out,2019,2,1,47,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,5000,0.22344189899999997,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3747,CLARO,AL,out,2019,2,1,30,2,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,1300,0.616575011,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3748,VIVO,AL,out,2019,2,1,45,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,1200,0.22344189899999997,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3749,CLARO,AL,mai,2019,2,1,33,2,0,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,8000,0.616575011,0,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3750,TIM,AL,dez,2018,2,1,36,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,960,0.792934018,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3751,VIVO,AL,jul,2018,2,1,20,2,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,3,500,0.293840805,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3752,VIVO,AL,jul,2018,2,1,40,1,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,300,0.293840805,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3753,CLARO,AL,ago,2018,2,0,45,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,1200,0.553496843,9,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3754,TIM,AL,ago,2018,2,1,25,2,0,0,0,0,0,0,1,0,0,0,ARAPIRACA,2700300.0,3,3500,0.792934018,0,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3755,TIM,AL,ago,2018,2,1,24,1,0,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,2,1500,0.792934018,0,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3756,CLARO,AL,ago,2018,2,1,29,2,0,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,7000,0.553496843,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3757,TIM,AL,ago,2018,2,1,18,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,600,0.792934018,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3758,VIVO,AL,ago,2018,2,1,33,1,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,600,0.293840805,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3759,TIM,AL,ago,2018,2,1,31,2,1,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,18000,0.792934018,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3760,VIVO,AL,mai,2018,2,1,48,2,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,5,2000,0.293840805,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3761,TIM,AL,nov,2018,2,1,30,2,0,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,1908,0.792934018,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3762,TIM,AL,nov,2018,2,1,35,1,1,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,5,1000,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3763,TIM,AL,nov,2018,2,1,20,2,0,1,1,1,1,1,0,1,1,1,ARAPIRACA,2700300.0,3,1908,0.792934018,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3764,TIM,AL,set,2018,2,1,36,2,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,3,2000,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3765,TIM,AL,set,2018,2,1,34,1,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,954,0.792934018,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3766,TIM,AL,set,2018,2,1,21,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,3,1100,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3767,TIM,AL,set,2018,2,1,42,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1200,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3768,TIM,AL,set,2018,2,1,35,2,0,1,0,0,0,0,1,0,0,0,ARAPIRACA,2700300.0,4,800,0.792934018,4,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3769,TIM,AL,set,2018,2,1,44,2,0,1,1,1,1,1,1,1,1,1,ARAPIRACA,2700300.0,2,2000,0.792934018,4,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3770,VIVO,AL,jan,2018,2,0,34,2,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,954,0.293840805,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3771,TIM,AL,mar,2018,2,1,68,2,0,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,2,1500,0.792934018,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3772,VIVO,AL,mar,2018,2,1,27,1,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,1500,0.293840805,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3773,VIVO,AL,mar,2018,2,1,21,2,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,4,589,0.293840805,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3774,TIM,AL,mai,2018,2,1,24,1,0,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,4,550,0.792934018,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3775,TIM,AL,jun,2018,2,1,27,2,1,1,0,0,0,0,1,0,0,0,ARAPIRACA,2700300.0,2,600,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3776,VIVO,AL,jun,2018,2,1,30,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,1600,0.293840805,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3777,TIM,AL,ago,2018,2,1,37,1,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,300,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3778,TIM,AL,out,2018,2,1,40,1,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,1500,0.792934018,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3779,TIM,AL,out,2018,2,1,26,2,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,1,700,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3780,TIM,AL,out,2018,2,1,18,2,0,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,3,1200,0.792934018,6,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3781,TIM,AL,out,2018,2,1,23,2,1,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,4,1500,0.792934018,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3782,TIM,AL,out,2018,2,1,24,1,1,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,2,954,0.792934018,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3783,VIVO,AL,out,2018,2,1,51,1,1,0,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,2000,0.293840805,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3784,CLARO,AL,out,2018,2,1,30,2,0,1,1,1,1,1,0,0,1,1,ARAPIRACA,2700300.0,2,2500,0.553496843,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3785,CLARO,AL,out,2018,2,0,18,2,0,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,5,400,0.553496843,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3786,VIVO,AL,out,2018,2,1,30,2,1,1,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,2000,0.293840805,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3787,TIM,AL,out,2018,2,1,36,2,0,1,1,1,1,1,0,1,1,1,ARAPIRACA,2700300.0,1,2000,0.792934018,5,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3788,TIM,AL,out,2018,2,1,31,1,1,1,1,1,1,1,1,0,1,1,ARAPIRACA,2700300.0,1,1100,0.792934018,8,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3789,VIVO,AL,mai,2018,2,1,37,1,0,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,200,0.293840805,7,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3790,VIVO,AL,out,2018,2,1,44,1,1,0,0,0,0,0,0,0,0,0,ARAPIRACA,2700300.0,1,978,0.293840805,10,NORDESTE,ARAPIRACA,231690,682.2572358181937,1.09,2.99,21.63,43.88,19.29
3791,VIVO,AL,ago,2019,2,1,36,1,1,1,0,0,0,0,0,0,0,0,PILAR,2706901.0,1,200,0.22344189899999997,8,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3792,TIM,AL,jul,2019,2,1,20,2,1,1,0,0,0,0,0,0,0,0,PILAR,2706901.0,2,1900,0.8329238870000001,10,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3793,TIM,AL,jul,2019,2,1,50,1,1,1,1,1,1,1,0,0,1,1,PILAR,2706901.0,1,500,0.8329238870000001,10,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3794,TIM,AL,ago,2019,2,1,21,2,1,1,1,1,1,1,0,0,1,1,PILAR,2706901.0,3,1000,0.8329238870000001,9,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3795,TIM,AL,set,2019,2,1,47,1,1,0,1,1,1,1,1,0,1,1,PILAR,2706901.0,1,1800,0.8329238870000001,9,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3796,TIM,AL,set,2019,2,1,54,2,1,0,1,1,1,1,1,0,1,1,PILAR,2706901.0,3,1000,0.8329238870000001,10,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3797,OI,AL,set,2019,2,1,35,2,1,0,0,0,0,0,0,0,0,0,PILAR,2706901.0,5,1600,0.34156297700000005,8,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3798,CLARO,AL,out,2019,2,1,22,2,1,1,1,1,1,1,0,0,1,1,PILAR,2706901.0,2,240,0.616575011,10,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3799,VIVO,AL,dez,2018,2,1,38,2,1,1,1,1,1,1,1,1,1,1,PILAR,2706901.0,1,2000,0.293840805,8,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3800,OI,AL,jul,2018,2,1,47,2,1,1,1,1,1,1,1,1,1,1,PILAR,2706901.0,2,1800,0.410798926,8,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3801,VIVO,AL,jul,2018,2,1,20,2,1,0,1,1,1,1,0,0,1,1,PILAR,2706901.0,5,1200,0.293840805,8,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3802,VIVO,AL,ago,2018,2,1,40,1,0,0,1,1,1,1,0,0,1,1,PILAR,2706901.0,1,500,0.293840805,7,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3803,TIM,AL,out,2018,2,1,40,2,0,0,1,1,1,1,0,0,1,1,PILAR,2706901.0,1,1500,0.792934018,6,NORDESTE,PILAR,35174,404.4081345288556,0.6,0.92,13.79,46.97,44.45
3804,OI,PR,ago,2019,2,1,21,1,1,1,0,0,0,0,0,0,0,0,CURITIBA,4106902.0,3,1200,0.625186361,9,SUL,CURITIBA,1935793,1969.9075625129274,8.95,15.0,47.68,21.55,10.45
