,OPERADORA,ESTADO,MES,ANO_BASE,AREA_TRABALHO,RESPONSAVEL,IDADE,SEXO,SATISFACAO_GERAL,USOU_SEIS_MESES_ANTES,USOU_ATEND_TELEFONICO,USOU_ATEND_INTERNET,USOU_ATEND_LOJA,USOU_ATEND_CANAIS,PROBLEMAS_CREDITO,PROBLEMAS_LIGACOES,PROBLEMAS_3G4G,OUTRA_OPERADORA,CIDADE_x,COD_IBGE,QTD_RESIDENTES,RENDA_MENSAL,PESO,SATISFACAO,REGIAO,CIDADE_y,POPULACAO,RENDA_PERCAPITA,PER_CLASSE_A,PER_CLASSE_B,PER_CLASSE_C,PER_CLASSE_D,PER_CLASSE_E
0,TIM,SE,ago,2019,2,1,40,2,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,1300,0.120366062,4,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
1,TIM,SE,out,2019,2,1,39,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,2500,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
2,OI,SE,out,2019,2,1,56,2,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1200,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
3,OI,SE,out,2019,2,1,31,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,4000,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
4,OI,SE,out,2019,2,1,28,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1200,0.171292435,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
5,VIVO,SE,nov,2019,2,1,53,2,0,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,2,1200,0.486186899,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
6,OI,SE,nov,2019,2,1,29,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,2500,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
7,TIM,SE,nov,2019,2,1,24,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1200,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
8,TIM,SE,nov,2019,2,1,25,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,2000,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
9,TIM,SE,dez,2019,2,1,39,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,2000,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
10,VIVO,SE,dez,2019,2,1,28,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1000,0.486186899,2,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
11,CLARO,SE,jul,2019,2,1,31,2,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,3000,0.13815907800000002,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
12,TIM,SE,jul,2019,2,1,26,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1200,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
13,OI,SE,jul,2019,2,1,45,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,3700,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
14,OI,SE,jul,2019,2,1,30,2,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,2,10000,0.171292435,0,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
15,VIVO,SE,jul,2019,2,1,38,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1500,0.486186899,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
16,TIM,SE,jul,2019,2,1,32,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,5,4000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
17,VIVO,SE,jul,2019,2,1,28,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1500,0.486186899,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
18,CLARO,SE,jul,2019,2,1,24,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1000,0.13815907800000002,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
19,TIM,SE,jul,2019,2,1,26,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,2600,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
20,CLARO,SE,jul,2019,2,1,23,1,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,1500,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
21,OI,SE,jul,2019,2,1,41,1,1,0,0,0,0,0,1,0,0,0,ARACAJU,2800308.0,2,500,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
22,CLARO,SE,jul,2019,2,1,37,2,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,800,0.13815907800000002,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
23,OI,SE,jul,2019,2,1,22,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,4,980,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
24,TIM,SE,jul,2019,2,1,23,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1500,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
25,TIM,SE,jul,2019,2,1,22,2,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,998,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
26,TIM,SE,jul,2019,2,1,36,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,5000,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
27,TIM,SE,jul,2019,2,1,52,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,4,1500,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
28,TIM,SE,jul,2019,2,1,70,2,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1300,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
29,TIM,SE,jul,2019,2,1,40,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,2000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
30,CLARO,SE,jul,2019,2,1,34,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,300,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
31,TIM,SE,jul,2019,2,1,25,2,0,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,2,1500,0.120366062,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
32,TIM,SE,jul,2019,2,1,27,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,500,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
33,TIM,SE,jul,2019,2,1,34,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1100,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
34,TIM,SE,jul,2019,2,1,37,2,0,1,0,0,0,0,1,1,0,0,ARACAJU,2800308.0,2,2800,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
35,OI,SE,jul,2019,2,1,40,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,2000,0.171292435,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
36,OI,SE,jul,2019,2,1,39,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,5000,0.171292435,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
37,OI,SE,jul,2019,2,1,33,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,2500,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
38,TIM,SE,jul,2019,2,1,33,2,0,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,3000,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
39,TIM,SE,jul,2019,2,1,21,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,400,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
40,TIM,SE,jul,2019,2,1,31,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1300,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
41,CLARO,SE,jul,2019,2,1,47,1,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1000,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
42,CLARO,SE,jul,2019,2,1,25,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1500,0.13815907800000002,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
43,VIVO,SE,jul,2019,2,1,21,1,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,3,900,0.486186899,4,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
44,TIM,SE,jul,2019,2,1,27,1,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,3,900,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
45,TIM,SE,jul,2019,2,1,25,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,998,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
46,CLARO,SE,jul,2019,2,1,35,1,0,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,40000,0.13815907800000002,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
47,OI,SE,jul,2019,2,1,35,2,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,2,2000,0.171292435,0,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
48,VIVO,SE,jul,2019,2,1,27,1,0,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,998,0.486186899,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
49,TIM,SE,jul,2019,2,1,46,1,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,2000,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
50,OI,SE,jul,2019,2,1,31,2,0,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,2,1500,0.171292435,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
51,VIVO,SE,jul,2019,2,1,40,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1700,0.486186899,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
52,TIM,SE,jul,2019,2,1,34,2,1,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,2500,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
53,OI,SE,jul,2019,2,1,57,1,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,600,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
54,CLARO,SE,jul,2019,2,1,36,1,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,3300,0.13815907800000002,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
55,OI,SE,jul,2019,2,1,38,2,0,1,0,0,0,0,0,1,0,0,ARACAJU,2800308.0,1,1400,0.171292435,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
56,OI,SE,jul,2019,2,1,39,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1200,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
57,TIM,SE,jul,2019,2,1,22,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,998,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
58,VIVO,SE,jul,2019,2,1,21,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1500,0.486186899,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
59,OI,SE,jul,2019,2,1,23,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,800,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
60,TIM,SE,jul,2019,2,1,61,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,10000,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
61,OI,SE,jul,2019,2,1,22,1,0,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,1200,0.171292435,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
62,TIM,SE,jul,2019,2,1,38,2,1,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,3,1500,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
63,TIM,SE,jul,2019,2,1,25,2,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,1200,0.120366062,4,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
64,OI,SE,jul,2019,2,1,50,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1200,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
65,OI,SE,jul,2019,2,1,42,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1000,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
66,TIM,SE,jul,2019,2,1,27,1,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,4,1300,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
67,OI,SE,jul,2019,2,1,39,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1200,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
68,OI,SE,jul,2019,2,1,46,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,1000,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
69,OI,SE,jan,2019,2,1,54,1,1,0,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,1,1800,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
70,OI,SE,jan,2019,2,1,31,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,200,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
71,CLARO,SE,jan,2019,2,1,22,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,1000,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
72,CLARO,SE,jan,2019,2,1,29,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,1300,0.13815907800000002,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
73,TIM,SE,jan,2019,2,1,30,1,1,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1000,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
74,TIM,SE,jan,2019,2,1,32,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,2500,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
75,TIM,SE,jan,2019,2,1,47,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,1500,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
76,TIM,SE,jan,2019,2,1,32,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,3000,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
77,TIM,SE,jan,2019,2,1,28,2,0,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,1,1500,0.120366062,3,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
78,TIM,SE,jan,2019,2,1,42,2,0,0,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,2,8100,0.120366062,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
79,TIM,SE,jan,2019,2,1,44,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,2500,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
80,CLARO,SE,fev,2019,2,1,47,1,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,1000,0.13815907800000002,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
81,TIM,SE,fev,2019,2,1,22,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,1,7500,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
82,TIM,SE,mar,2019,2,1,29,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,5000,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
83,CLARO,SE,mai,2019,2,1,42,2,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,998,0.13815907800000002,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
84,TIM,SE,mai,2019,2,1,31,1,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,2,2000,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
85,OI,SE,mai,2019,2,1,20,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,5,900,0.171292435,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
86,VIVO,SE,jun,2019,2,1,30,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,1145,0.486186899,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
87,TIM,SE,jun,2019,2,1,36,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,4000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
88,OI,SE,jun,2019,2,1,33,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,900,0.171292435,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
89,OI,SE,jun,2019,2,1,29,1,1,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,1,998,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
90,TIM,SE,jul,2019,2,1,37,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,4500,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
91,TIM,SE,jul,2019,2,1,19,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,300,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
92,OI,SE,jul,2019,2,1,51,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,1500,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
93,OI,SE,jul,2019,2,1,28,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,4,300,0.171292435,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
94,OI,SE,jul,2019,2,1,36,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,500,0.171292435,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
95,VIVO,SE,ago,2019,2,1,31,2,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,4,1500,0.486186899,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
96,TIM,SE,ago,2019,2,1,28,2,1,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,500,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
97,VIVO,SE,ago,2019,2,1,26,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1600,0.486186899,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
98,VIVO,SE,ago,2019,2,1,29,2,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1000,0.486186899,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
99,OI,SE,ago,2019,2,1,28,2,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,2,1000,0.171292435,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
100,TIM,SE,set,2019,2,1,43,1,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,2,2000,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
101,OI,SE,set,2019,2,1,68,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1000,0.171292435,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
102,TIM,SE,set,2019,2,1,24,2,1,1,1,1,1,1,0,1,1,1,ARACAJU,2800308.0,2,4500,0.120366062,9,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
103,TIM,SE,out,2019,2,1,46,2,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,9000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
104,CLARO,SE,dez,2019,2,1,43,1,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,400,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
105,OI,SE,dez,2019,2,1,20,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,3,900,0.171292435,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
106,TIM,SE,ago,2019,2,1,32,2,0,1,1,1,1,1,1,1,1,1,ARACAJU,2800308.0,1,400,0.120366062,6,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
107,TIM,SE,ago,2019,2,1,27,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1500,0.120366062,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
108,CLARO,SE,ago,2019,2,1,25,2,0,0,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,1000,0.13815907800000002,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
109,TIM,SE,ago,2019,2,1,26,1,0,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,1,10000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
110,VIVO,SE,ago,2019,2,1,57,2,0,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,3,9000,0.486186899,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
111,OI,SE,ago,2019,2,1,40,1,1,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,2000,0.171292435,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
112,VIVO,SE,ago,2019,2,1,42,1,0,0,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1100,0.486186899,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
113,OI,SE,ago,2019,2,1,19,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,3,250,0.171292435,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
114,TIM,SE,ago,2019,2,1,27,1,1,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,3,6000,0.120366062,8,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
115,TIM,SE,ago,2019,2,1,30,1,0,1,1,1,1,1,1,0,1,1,ARACAJU,2800308.0,1,2000,0.120366062,5,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
116,TIM,SE,ago,2019,2,1,26,2,0,1,1,1,1,1,0,0,1,1,ARACAJU,2800308.0,2,2000,0.120366062,7,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
117,CLARO,SE,ago,2019,2,1,49,1,1,1,0,0,0,0,0,0,0,0,ARACAJU,2800308.0,2,1500,0.13815907800000002,10,NORDESTE,ARACAJU,656453,1222.3418565424163,6.71,10.23,31.79,33.73,9.54
